Condition,Pre-hold HR trial1 (bpm),Pre-hold HR trial2 (bpm),Pre-hold HR CV %,Pre-hold RMSSD trial1 (ms),Pre-hold RMSSD trial2 (ms),Hold mean HR trial1 (bpm),Hold mean HR trial2 (bpm),"Hold min HR (bpm, min of both)",ΔHR hold-pre trial1 (bpm),ΔHR hold-pre trial2 (bpm),HR slope hold trial1 (bpm/s),HR slope hold trial2 (bpm/s),Recovery mean HR trial1 (bpm),Recovery mean HR trial2 (bpm)
Inspiratory,61.99330330294626,55.37216517333622,7.978243910075122,43.75751364051664,54.974374195454175,66.9360239918321,73.5083712163793,52.083333333333336,4.942720688885842,18.13620604304308,-0.18776600364596033,0.17642946497106032,79.1524169831872,64.7851337749271
Expiratory,57.971961241257226,57.72823296052655,0.2979112027608755,46.34652090502587,47.86030396531319,57.82693422446777,60.771987824860176,50.93378607809847,-0.14502701678945584,3.0437548643336285,-0.09815584989601599,-0.1125075321056258,59.24478836197272,57.3822130744594
